0,1,2,3,4,5,6,7,8
0.29952219515150247,0.00011450113631337328,0.5031345119402194,0.09368846927181225,0.00011448782301339817,0.00011450139220297922,0.00011447238854243287,0.1030823630119605,0.00011449788443297789
0.000141457260262465,0.9988685644633718,0.00014139607798979256,0.00014143844871037032,0.0001414269398931629,0.0001414308910409588,0.00014140905721736718,0.00014144501672317273,0.00014143184479074763
7.614043657334455e-05,7.614328980316103e-05,7.612026586177366e-05,0.9993909179420899,7.613536191626821e-05,7.613591991331095e-05,7.612409098213017e-05,7.614716334216243e-05,7.613552951812432e-05
0.00011942614106189527,0.0001194086989820687,0.00011938988425398871,0.00011939773292503044,0.00011940142558940943,0.0001194017810167837,0.00011938514044817591,0.9990447801687046,0.0001194090270181627
0.00012519502808051253,0.00012519382851360465,0.0001251715281491282,0.00012519873750823092,0.00012517414498107614,0.00012518156296601761,0.00012516196746366524,0.6230528033516755,0.3760709198506622
0.0001568123809734793,0.00015681471357646224,0.0001567822607239307,0.513754019886281,0.00015681457862512532,0.09012881771369018,0.00015677019741188814,0.1982135013723304,0.19711966689638752
0.00012421470464743292,0.00012422203936277002,0.00012417193307381977,0.00012423134472453072,0.00012419312996751105,0.3254365073154257,0.00012418798200507767,0.6736940602330705,0.00012421131772263436
0.00016091153568873644,0.00016091703160625256,0.00016091472749791,0.441216966821429,0.00016087064409422828,0.16924000139687084,0.00016093176883976112,0.3885775735136888,0.00016091256028438714
0.2945432192351188,0.16637292557958888,0.00014452307458325992,0.008904757558338965,0.00014454195872561583,0.00014456409050294232,0.00014453264078106659,0.00014458302498117142,0.5294563528373794
0.00010301237502162296,0.9991758469242564,0.0001030040726089267,0.00010303560329334625,0.00010301982110802635,0.00010302761525673956,0.00010301060317502984,0.00010302203723764776,0.00010302094804203153
9.942641260503191e-05,9.944228274328557e-05,9.940129469064991e-05,9.942625123899222e-05,9.942573498915365e-05,0.9992046246923746,9.9405190204949e-05,9.942282307422612e-05,9.942531807916692e-05
0.6579585179611395,0.00014164648055358466,0.0001415765133090151,0.34105018212391525,0.00014160450510545888,0.00014163581302532885,0.0001415825945522674,0.00014163790687370852,0.00014161610152593312
0.9989020745545479,0.00013724328908273857,0.00013720241617782577,0.0001372437877202372,0.00013723778991536005,0.00013724753040535173,0.00013721350169615724,0.00013727228204057175,0.00013726484841387402
0.9991923210042432,0.00010097319255328775,0.00010093626487114669,0.00010097004313933454,0.00010095421265600099,0.00010096351171900448,0.00010094565188549143,0.00010097501547126885,0.00010096110346143331
0.00010762550084494996,0.9991390479167593,0.00010759251766145005,0.00010762260945233613,0.00010761600587871068,0.00010762820746687455,0.00010759918146723327,0.00010764859194331505,0.00010761946852568533
0.00011641637467910307,0.00011644822585443741,0.00011636973535430868,0.00011641106756030314,0.00011639801948263193,0.00011640894803764508,0.00011638757794550894,0.9990687577040658,0.00011640234702035843
0.00011904057995583859,0.00011904432109765294,0.00011906229777913385,0.7074658511196258,0.00011902524053383805,0.00011905038770953385,0.00011906243797027716,0.291700825117466,0.00011903849786188592
8.693034818583471e-05,0.18128531268156284,8.690399081445689e-05,0.2043105093718688,0.07118525876032718,0.37984288818574286,8.690697183315281e-05,8.693200756814593e-05,0.16302835768209673
0.20562248329294397,0.1669293359911093,0.00016272160489915616,0.5994884893572497,0.000162752721702174,0.00016276721381559484,0.00016272167156400422,0.00016279797285473674,0.027145930173861323
0.00013776100392799904,0.0001377615887445622,0.00013771578403513836,0.00013775413398309206,0.00013772565375538723,0.0001377432456232683,0.00013772339423450108,0.00013777609897117166,0.9988980390967248
0.00011591995739276632,0.00011591609161968708,0.00011588501735414649,0.00011592606091465692,0.00011590693778422358,0.00011590968694602547,0.00011588356200702947,0.999072742533467,0.00011591015251440182
8.935945812607247e-05,8.937443760570707e-05,8.93343088653985e-05,0.9992851625255659,8.935669528072823e-05,8.935585477924756e-05,8.934300874305576e-05,8.935917424462514e-05,8.935453678932258e-05
0.0002685578379401686,0.00026852822685101494,0.00026849930459180887,0.00026856930934854794,0.0002685096410846822,0.9978516774551466,0.0002685448172503909,0.0002686063594793542,0.0002685070483074498
0.3813677258206849,0.09333801435664427,9.34714617481751e-05,0.40198432686423574,9.350192265905915e-05,9.350786980772817e-05,9.348457353252673e-05,0.05640111768604778,0.06653484944463973
8.585866502847102e-05,0.9310961497125606,8.582455940963049e-05,8.585265730966578e-05,8.583597699721065e-05,8.584198577889641e-05,8.582481447512041e-05,0.06830296667940466,8.584494903566338e-05
0.00011581675068722353,0.00011580415974942249,0.0001157708448771573,0.00011580401175138619,0.00011579248476534606,0.0001158081586975259,0.00011578188100156208,0.9990735738738716,0.00011584783459877666
0.00010023155432516313,0.00010024430743495698,0.00010020918914416984,0.00010023290607008608,0.9991981639981141,0.0001002363955603929,0.00010021881985676494,0.00010023053630683463,0.00010023229318731449
0.00010060420319210739,0.00010061198495852884,0.00010057540262110858,0.00010060560753592382,0.00010059016432656933,0.00010059602448831735,0.00010058517052008869,0.9991952375922517,0.0001005938501057478
0.00011171298982420043,0.00011172572936882248,0.00011170526710087567,0.0001117247126481968,0.00011173520890420969,0.00011173276752797487,0.00011172098960524966,0.00011172473368056589,0.9991062176013399
0.00018870718720530514,0.0001887184260797393,0.000188675682022006,0.00018874384152839992,0.0001887049148020704,0.00018871329400232473,0.9984903197127212,0.0001887147120071841,0.0001887022296319335
6.938654092332808e-05,6.939865894264584e-05,6.937143586669622e-05,0.999444899693627,6.938467331447881e-05,6.939153920115249e-05,6.93843955800713e-05,6.939377555652283e-05,6.938928698807731e-05
0.00012216788713899216,0.0001221747632405551,0.00012213255786968423,0.00012217293197159908,0.0001221488167998382,0.08983785456823856,0.00012213366038479897,0.9093070339511455,0.0001221808632104111
0.00010180434021577369,0.9991855984867549,0.00010178484586370483,0.00010180503667356331,0.0001017979455268444,0.00010179947202033983,0.00010179431790009937,0.00010181478967454673,0.00010180076536997713
